customer_text_clean,spotify_text_clean,intent
Hey can you make it so we can filter our playlists by genre!? 😩 all my songs are on one playlist and one minute I’m listening to upbeat songs then a slow one comes on and messes up my whole groove.,Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /NQ,General / Other Support
daniel will ur company ever fix my Spotify problem or do u just not care bc ur rich enough?,1: Hey. Our tech team are still looking into your issue as we speak. We appreciate this isn't ideal.,General / Other Support
i like the fact that y'all had a good lyrics feature and deleted it in favor of a lyrics feature that is only supported on mainstream music,We hear you! We're passing on all feedback around this – thanks for sharing your thoughts /DR,Feature Request / Product Feedback
why remove Gummo tho?,Hi! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RB,General / Other Support
"Hi! My Spotify account got deactivated because I didn’t pay for this month. I can’t login, can’t pay. What to do?",Hey Damian! We're here to help. Can you DM us your account's email address or username? We'll take a look backstage /KM,Account / Login
"Yo , don't you have enough data to put together my artist station yet?",Hey! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: /MT,General / Other Support
"Voted for it years ago, it’s the reason I left Spotify for Apple Music. It’s the 4th top idea and has been ignored. What’s the point?","We hear you, James! Your feedback has been noted and passed onto the team 👊🏼 /DF",General / Other Support
Followed all the steps - still no change :(,Hmm. Can you DM us your account's email address or username? We'll take a look backstage /KM,General / Other Support
"Why can't I login to my account? App connects to Facebook then says ""login failed"" and website redirects and won't load",Hey there! Help's here. Can you DM us your account's email address or username? We'll take a look backstage /PB,Account / Login
"thought I’d let you know that there is several customers trying to pay for your company’s premium service that cannot because none of our Credit/Debit Cards are being taken, also customer support keeps giving us the same answers suggesting PayPal which is not a solution",We've just replied to your DM. Let's carry on chatting there 🙂 /L,Premium / Billing / Subscription
It’s cool. It started working like a half hour later (no resets necessary). Bizarre but whatever. Thanks!,No worries! Just give us a shout if you need anything else. We're... /JU,General / Other Support
Do you guys know why we can't listen to these amazing songs here in France? Such a shame :(,"Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /DV",Playback / Streaming Issue
"a new Release with a song of mine Jay Holler ""Wir sind frei"" doubbled my profile on Spotify. Please add the Song ""Wir sind frei"" to my old profile and delete the other ✌️","Hey! You can contact our Artist team here: If you've reached out, DM us your email address & we'll chase it up /K",Feature Request / Product Feedback
Excellent! Thank you! MacOS Sierra 10.12.6 and Spotify version 1.0.65.320,"Thanks! Have you tried a reinstall with the exact steps here: If not, we'd suggest giving it a go /RK",General / Other Support
how do I get a bio added to my artist page #qtna,Hey there! You can change your bio at any time with Spotify for Artists. Check out for more info /Q,General / Other Support
how can I change my login to my email rather than Facebook? My experience isint the same across platforms and some features,"Hey Marlon, the cavalry's here! Could you shoot us over your email address and a link to your FB profile in a DM? We'll take a look backstage 🔍 /JY",Account / Login
Just saw the new description... I listen to this playlist as it calms me and helps me concentrate. People talking at me does the opposite...,"1: Hi there! Thanks for the feedback! Our Curation team are independent & use taste, data, research, and trends...",General / Other Support
"If you can't remove it, is there a way I could censor that ad or can you at least limit the number of times it plays?","We're afraid this isn't possible right now, but you can make it happen by adding your vote to this idea here: /CH",General / Other Support
My music keeps stopping when I exit the app 😭😭 pls send help,"Hey Steph, help's here! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",Playback / Streaming Issue
"Hi spotify, I want to activate spotify premium for family, but we don't have credit card. what can I do?",Hey Duban! Can you tell us the country that you're in? We'll see what we can suggest /SY,Premium / Billing / Subscription
ui ano na bat di pa na a-activate account ko? huhu need ko na music. :(,"Hi Kaye! We're afraid we don't support Filipino, But we can help out in English via Twitter. Let us know how we can help /HC",General / Other Support
Where’s Dvsn’s new album?! It’s on Apple Music but not on Spotify? Also what’s this crap about a download limit?,2: you can support the idea to increase the limit at Let us know if we can help with anything else /AC,Music / Content Availability
Can you give an update on the login sync failures this month please? I’ve been a loyal customer for years but this is a mess.,Sorry for the delay. We've just replied to your DM. Check it out. Let's carry on chatting there /MC,Account / Login
